
min(timestamp)      max(timestamp)      min(value) avg(value) max(value)
2024-03-05T11:26:24 2024-03-05T11:26:24    596.157    596.157    596.157 
2024-03-08T03:34:12 2024-03-08T09:24:00      3.975    379.903    700.808 
2024-03-09T02:53:24 2024-03-09T20:22:48     94.391     97.543    100.695 
2024-03-11T07:21:36 2024-03-11T07:21:36    188.251    188.251    188.251 
2024-03-12T00:51:00 2024-03-12T00:51:00     36.688     36.688     36.688 
2024-03-13T00:10:12 2024-03-13T06:00:00    173.414    174.231    175.048 
2024-03-16T03:57:36 2024-03-16T21:27:00     23.758     85.856    147.953 
2024-03-17T09:06:36 2024-03-17T20:46:12    367.322    422.395    477.468 
2024-03-18T08:25:48 2024-03-18T08:25:48    103.361    103.361    103.361 
2024-03-19T13:34:48 2024-03-19T13:34:48     96.232     96.232     96.232 
2024-03-20T01:14:24 2024-03-20T12:54:00      36.71    412.211    787.712 
2024-03-21T00:33:36 2024-03-21T00:33:36     27.343     27.343     27.343 

min(timestamp)      max(timestamp)      min(value) avg(value) max(value)
------------------- ------------------- ---------- ---------- ---------- 
2024-03-23T10:51:36 2024-03-23T16:41:24     56.187      363.5    642.953 
2024-03-24T16:00:36 2024-03-24T16:00:36     40.811     69.154     97.498 
2024-03-25T03:40:12 2024-03-25T21:09:36     34.233    184.447    419.732 
2024-03-26T02:59:24 2024-03-26T20:28:48    135.881    508.218    698.019 
2024-03-27T02:18:36 2024-03-27T13:58:12    458.134    466.784    475.435 
2024-03-28T19:07:12 2024-03-28T19:07:12    168.907    168.907    168.907 
2024-03-29T12:36:36 2024-03-29T12:36:36    105.185    398.691    692.197 
2024-03-30T11:55:48 2024-03-30T11:55:48    131.682    131.682    131.682 
2024-03-31T17:04:48 2024-03-31T22:54:36     30.171    171.157    312.143 
2024-04-01T22:13:48 2024-04-01T22:13:48    116.788    116.788    116.788 
2024-04-02T04:03:36 2024-04-02T21:33:00    253.109    506.749    760.389 
2024-04-05T19:30:36 2024-04-05T19:30:36     62.714     62.714     62.714 
2024-04-06T18:49:48 2024-04-06T18:49:48     697.14     697.14     697.14 
2024-04-09T22:37:12 2024-04-09T22:37:12     53.188    430.085    806.982 
2024-04-10T04:27:00 2024-04-10T16:06:36     54.805    125.881    196.957 
2024-04-11T09:36:00 2024-04-11T21:15:36      4.603     200.24    580.714 
2024-04-12T03:05:24 2024-04-12T03:05:24      66.79    362.073    657.357 
2024-04-13T19:54:00 2024-04-13T19:54:00     55.189     55.189     55.189 
2024-04-15T01:03:00 2024-04-15T06:52:48     51.022    376.381    701.739 
2024-04-16T00:22:12 2024-04-16T23:41:24    180.881    448.514    606.267 
2024-04-17T11:21:00 2024-04-17T11:21:00    222.607    222.607    222.607 
2024-04-18T16:30:00 2024-04-18T16:30:00    303.063    303.063    303.063 
2024-04-20T20:58:12 2024-04-20T20:58:12      6.559      6.559      6.559 
2024-04-21T08:37:48 2024-04-21T08:37:48      7.716      7.716      7.716 
2024-04-23T01:26:24 2024-04-23T18:55:48     31.149    170.389    414.808 

min(timestamp)      max(timestamp)      min(value) avg(value) max(value)
------------------- ------------------- ---------- ---------- ---------- 
2024-04-24T00:45:36 2024-04-24T18:15:00     28.977     79.694    149.623 
2024-04-25T23:24:00 2024-04-25T23:24:00    196.905    196.905    196.905 
2024-04-28T03:52:12 2024-04-28T21:21:36     88.695    245.383    412.741 
2024-04-29T09:01:12 2024-04-29T20:40:48       94.7     232.57    463.084 
2024-05-01T01:49:48 2024-05-01T13:29:24      42.65    359.829    712.408 
2024-05-02T01:09:00 2024-05-02T06:58:48    360.664    552.275    743.886 
2024-05-03T06:18:00 2024-05-03T23:47:24     41.938     61.775     81.611 
2024-05-04T11:27:00 2024-05-04T11:27:00    140.105    140.105    140.105 
2024-05-05T04:56:24 2024-05-05T22:25:48      0.053    401.755    812.484 
2024-05-06T21:45:00 2024-05-06T21:45:00    454.998    454.998    454.998 
2024-05-07T09:24:36 2024-05-07T09:24:36    446.841    446.841    446.841 
2024-05-08T14:33:36 2024-05-08T20:23:24     54.043    143.916     233.79 
2024-05-09T02:13:12 2024-05-09T13:52:48     232.19    307.574    382.958 
2024-05-10T19:01:48 2024-05-10T19:01:48    128.824    132.141    135.457 
2024-05-12T00:10:48 2024-05-12T11:50:24    214.891    273.913    306.953 
2024-05-13T11:09:36 2024-05-13T16:59:24    169.085    474.481     843.25 
2024-05-14T16:18:36 2024-05-14T16:18:36     29.186    107.483     263.13 
2024-05-15T03:58:12 2024-05-15T21:27:36    122.874    302.204    407.127 
2024-05-17T02:36:36 2024-05-17T20:06:00     96.253     99.229    102.205 
2024-05-18T07:45:36 2024-05-18T19:25:12     14.701      71.15    127.598 
2024-05-20T18:03:36 2024-05-20T23:53:24     25.485    283.076    540.667 
2024-05-21T05:43:12 2024-05-21T23:12:36     95.638    203.955    312.272 
2024-05-22T10:52:12 2024-05-22T16:42:00    122.138    279.024     555.03 
2024-05-23T10:11:24 2024-05-23T10:11:24      8.061      8.061      8.061 
2024-05-24T15:20:24 2024-05-24T15:20:24    110.717    362.597    614.477 

min(timestamp)      max(timestamp)      min(value) avg(value) max(value)
------------------- ------------------- ---------- ---------- ---------- 
2024-05-25T03:00:00 2024-05-25T03:00:00    653.495    653.495    653.495 
2024-05-26T13:58:48 2024-05-26T13:58:48    764.224    764.224    764.224 
2024-05-29T06:06:36 2024-05-29T17:46:12    103.423    138.364    173.305 
2024-05-30T17:05:24 2024-05-30T17:05:24    556.673    556.673    556.673 
2024-05-31T04:45:00 2024-05-31T04:45:00    102.841    102.841    102.841 
2024-06-03T02:42:36 2024-06-03T08:32:24     75.736    190.535    305.333 
2024-06-04T19:31:12 2024-06-04T19:31:12    246.697    246.697    246.697 
2024-06-05T01:21:00 2024-06-05T01:21:00      3.369    189.042    374.715 
2024-06-06T00:40:12 2024-06-06T23:59:24     35.354    513.784    810.611 
2024-06-07T11:39:00 2024-06-07T11:39:00    335.037    335.037    335.037 
2024-06-09T16:07:12 2024-06-09T21:57:00      2.086    201.228    533.368 
2024-06-10T09:36:36 2024-06-10T09:36:36     17.601     17.601     17.601 
2024-06-11T08:55:48 2024-06-11T08:55:48     685.19     685.19     685.19 
2024-06-12T08:15:00 2024-06-12T08:15:00     14.515     14.515     14.515 
2024-06-13T01:44:24 2024-06-13T01:44:24     65.011     209.45     353.89 
2024-06-15T12:02:24 2024-06-15T12:02:24    567.242    567.242    567.242 
2024-06-16T11:21:36 2024-06-16T23:01:12      93.36    266.321    439.282 
2024-06-19T09:19:12 2024-06-19T20:58:48     20.902     39.374     57.846 
2024-06-22T01:27:00 2024-06-22T18:56:24      8.648    102.453    276.711 
2024-06-23T12:25:48 2024-06-23T12:25:48    263.972    263.972    263.972 
2024-06-25T05:14:24 2024-06-25T16:54:00      98.74    168.263    237.786 
2024-06-26T10:23:24 2024-06-26T16:13:12     88.525    163.296    238.067 
2024-06-27T21:22:12 2024-06-27T21:22:12    135.921    135.921    135.921 
2024-06-28T09:01:48 2024-06-28T09:01:48     42.157    110.272    178.387 
2024-06-29T08:21:00 2024-06-29T08:21:00     22.152    195.992    369.832 

min(timestamp)      max(timestamp)      min(value) avg(value) max(value)
------------------- ------------------- ---------- ---------- ---------- 
2024-07-01T06:59:24 2024-07-01T06:59:24    311.471    402.323    493.175 
2024-07-02T17:58:12 2024-07-02T17:58:12     52.688     52.688     52.688 
2024-07-04T16:36:36 2024-07-04T16:36:36     75.628    112.802    149.976 
2024-07-05T04:16:12 2024-07-05T04:16:12    103.701    103.701    103.701 
2024-07-07T02:54:36 2024-07-07T08:44:24    379.242    536.035    692.829 
2024-07-08T08:03:36 2024-07-08T08:03:36    287.807    287.807    287.807 
2024-07-09T01:33:00 2024-07-09T19:02:24       5.49    153.099    226.967 
2024-07-10T00:52:12 2024-07-10T12:31:48     44.076    491.985    774.285 
2024-07-11T23:30:36 2024-07-11T23:30:36    331.607    331.607    331.607 
2024-07-12T17:00:00 2024-07-12T22:49:48    343.154    534.889    726.624 
2024-07-13T22:09:00 2024-07-13T22:09:00      76.47      76.47      76.47 
2024-07-17T13:36:00 2024-07-17T13:36:00    810.727    810.727    810.727 
2024-07-18T01:15:36 2024-07-18T18:45:00    119.788    271.322    569.775 
2024-07-19T12:14:24 2024-07-19T23:54:00      276.0      298.3      320.6 
2024-07-22T04:22:12 2024-07-22T04:22:12    212.712    212.712    212.712 
2024-07-24T08:50:24 2024-07-24T20:30:00     14.141    377.003    794.597 
2024-07-25T02:19:48 2024-07-25T13:59:24     79.648    152.565    261.011 
2024-07-26T01:39:00 2024-07-26T19:08:24    216.485    382.542    510.414 
2024-07-27T12:37:48 2024-07-27T18:27:36     18.818     73.799    128.779 
2024-07-28T11:57:00 2024-07-28T23:36:36    183.898      198.4    212.902 
2024-07-29T17:06:00 2024-07-29T17:06:00     40.611     40.611     40.611 
2024-07-30T16:25:12 2024-07-30T22:15:00       5.54     72.312    139.084 
2024-07-31T04:04:48 2024-07-31T21:34:12     33.981     260.63    664.563 
2024-08-02T20:12:36 2024-08-02T20:12:36      0.078      0.078      0.078 
2024-08-03T02:02:24 2024-08-03T19:31:48     91.439    293.209    494.979 

min(timestamp)      max(timestamp)      min(value) avg(value) max(value)
------------------- ------------------- ---------- ---------- ---------- 
2024-08-04T07:11:24 2024-08-04T07:11:24      1.883      1.883      1.883 
2024-08-06T00:00:00 2024-08-06T00:00:00     67.556     67.556     67.556 
2024-08-07T16:48:36 2024-08-07T16:48:36    387.457    387.457    387.457 
2024-08-08T10:18:00 2024-08-08T10:18:00    112.889    112.889    112.889 
2024-08-09T03:47:24 2024-08-09T21:16:48    223.949    243.952    263.954 
2024-08-11T08:15:36 2024-08-11T19:55:12     34.968    227.027    362.173 
2024-08-12T13:24:36 2024-08-12T19:14:24    122.219    456.203    790.188 
2024-08-13T12:43:48 2024-08-13T12:43:48    375.662    375.662    375.662 
2024-08-14T12:03:00 2024-08-14T12:03:00      16.61      16.61      16.61 
2024-08-15T11:22:12 2024-08-15T11:22:12     23.525     23.525     23.525 
2024-08-16T04:51:36 2024-08-16T16:31:12      2.907      5.261      7.616 
2024-08-17T10:00:36 2024-08-17T21:40:12      2.456    131.346    198.337 
2024-08-18T03:30:00 2024-08-18T03:30:00     61.904     61.904     61.904 
2024-08-19T02:49:12 2024-08-19T08:39:00      5.352    251.449    497.546 
2024-08-20T07:58:12 2024-08-20T07:58:12    149.706    350.012    550.318 
2024-08-21T18:57:00 2024-08-21T18:57:00    337.548    337.548    337.548 
2024-08-22T00:46:48 2024-08-22T18:16:12      19.48    237.584    395.523 
2024-08-23T00:06:00 2024-08-23T00:06:00    782.189    782.189    782.189 
2024-08-24T05:15:00 2024-08-24T22:44:24    362.671    455.203    547.736 
2024-08-26T09:43:12 2024-08-26T09:43:12      4.967      4.967      4.967 
2024-08-27T03:12:36 2024-08-27T20:42:00    169.052    306.136    551.951 
2024-08-28T20:01:12 2024-08-28T20:01:12    166.752    166.752    166.752 
2024-08-30T07:00:00 2024-08-30T07:00:00     43.274    386.929    730.584 
2024-09-02T04:57:36 2024-09-02T04:57:36    112.431    112.431    112.431 
2024-09-03T10:06:36 2024-09-03T15:56:24     98.471    288.064    423.399 

min(timestamp)      max(timestamp)      min(value) avg(value) max(value)
------------------- ------------------- ---------- ---------- ---------- 
2024-09-05T08:45:00 2024-09-05T08:45:00     646.45     646.45     646.45 
2024-09-06T08:04:12 2024-09-06T13:54:00     29.926    334.732    639.538 
2024-09-09T23:31:12 2024-09-09T23:31:12    291.648    291.648    291.648 
2024-09-11T10:30:00 2024-09-11T22:09:36     14.309    292.054    740.737 
2024-09-13T14:58:12 2024-09-13T14:58:12    546.075    546.075    546.075 
2024-09-15T01:57:00 2024-09-15T19:26:24     11.075     87.245    260.774 
2024-09-16T12:55:48 2024-09-16T12:55:48    304.007    304.007    304.007 
2024-09-17T12:15:00 2024-09-17T12:15:00    401.349    401.349    401.349 
2024-09-20T21:52:12 2024-09-20T21:52:12    379.801    379.801    379.801 
2024-09-24T07:29:24 2024-09-24T07:29:24    114.259    114.259    114.259 
2024-09-25T12:38:24 2024-09-25T12:38:24     276.49     276.49     276.49 
2024-09-26T00:18:00 2024-09-26T00:18:00      8.684      8.684      8.684 
2024-09-27T17:06:36 2024-09-27T17:06:36    255.795    257.433    259.072 
2024-09-28T10:36:00 2024-09-28T22:15:36      0.353     88.049    175.744 
2024-09-29T15:45:00 2024-09-29T15:45:00    209.497    209.497    209.497 
2024-09-30T09:14:24 2024-09-30T20:54:00    124.103    295.109    466.116 
2024-10-02T13:42:36 2024-10-02T19:32:24     95.894    237.148    378.401 
2024-10-03T01:22:12 2024-10-03T18:51:36      5.488    130.882    370.409 
2024-10-04T00:41:24 2024-10-04T18:10:48       3.03    140.261    292.179 
2024-10-05T00:00:36 2024-10-05T23:19:48     14.598    124.933    235.267 
2024-10-06T22:39:00 2024-10-06T22:39:00    252.498    366.682    480.865 
2024-10-07T16:08:24 2024-10-07T16:08:24     83.858     83.858     83.858 
2024-10-08T09:37:48 2024-10-08T09:37:48    467.744    467.744    467.744 
2024-10-09T08:57:00 2024-10-09T20:36:36     51.009    249.978    448.946 
2024-10-10T19:55:48 2024-10-10T19:55:48    242.616    242.616    242.616 

min(timestamp)      max(timestamp)      min(value) avg(value) max(value)
------------------- ------------------- ---------- ---------- ---------- 
2024-10-13T00:24:00 2024-10-13T17:53:24     59.384    127.613    195.841 
2024-10-14T11:22:48 2024-10-14T23:02:24    210.218     350.05    489.883 
2024-10-15T10:42:00 2024-10-15T10:42:00     96.146     96.146     96.146 
2024-10-16T10:01:12 2024-10-16T10:01:12    308.442    308.442    308.442 
2024-10-18T08:39:36 2024-10-18T08:39:36    150.826    150.826    150.826 
2024-10-19T07:58:48 2024-10-19T07:58:48    444.126    444.126    444.126 
2024-10-21T06:37:12 2024-10-21T06:37:12      5.528      5.528      5.528 
2024-10-22T00:06:36 2024-10-22T00:06:36    149.829    149.829    149.829 
2024-10-23T16:55:12 2024-10-23T16:55:12     15.488     15.488     15.488 
2024-10-26T03:13:12 2024-10-26T09:03:00      0.558    229.822    459.087 
2024-10-28T07:41:24 2024-10-28T13:31:12     75.598    320.579    761.189 
2024-10-29T12:50:24 2024-10-29T12:50:24    765.376    765.376    765.376 
2024-10-30T00:30:00 2024-10-30T00:30:00    239.308    239.308    239.308 
2024-10-31T11:28:48 2024-10-31T11:28:48    281.926    281.926    281.926 
2024-11-01T04:58:12 2024-11-01T22:27:36     27.707     96.112    182.368 
2024-11-02T10:07:12 2024-11-02T10:07:12     471.82     471.82     471.82 
2024-11-04T08:45:36 2024-11-04T14:35:24    111.411    292.461     473.51 
2024-11-05T19:44:24 2024-11-05T19:44:24    414.078    414.078    414.078 
2024-11-06T19:03:36 2024-11-06T19:03:36    419.145    419.145    419.145 
2024-11-08T11:52:12 2024-11-08T11:52:12     85.461     85.461     85.461 
2024-11-09T05:21:36 2024-11-09T22:51:00    122.053    355.423    562.413 
2024-11-10T04:40:48 2024-11-10T04:40:48    645.226    645.226    645.226 
2024-11-11T15:39:36 2024-11-11T15:39:36     44.819    199.484    354.148 
2024-11-12T03:19:12 2024-11-12T20:48:36     11.608    377.849    750.503 
2024-11-13T20:07:48 2024-11-13T20:07:48     103.43     103.43     103.43 

min(timestamp)      max(timestamp)      min(value) avg(value) max(value)
------------------- ------------------- ---------- ---------- ---------- 
2024-11-14T19:27:00 2024-11-14T19:27:00    248.196    248.196    248.196 
2024-11-15T01:16:48 2024-11-15T01:16:48    313.181    313.181    313.181 
2024-11-16T06:25:48 2024-11-16T18:05:24     70.423    232.988     404.54 
2024-11-17T11:34:48 2024-11-17T11:34:48      4.913      4.913      4.913 
2024-11-19T04:23:24 2024-11-19T16:03:00    239.177    487.922     938.54 
2024-11-21T08:51:36 2024-11-21T20:31:12     25.365    146.168     266.97 
2024-11-22T02:21:00 2024-11-22T02:21:00    134.573    175.738    216.903 
2024-11-23T19:09:36 2024-11-23T19:09:36    126.924    126.924    126.924 
2024-11-25T00:18:36 2024-11-25T00:18:36     562.84     562.84     562.84 
2024-11-27T22:16:12 2024-11-27T22:16:12     43.768     43.768     43.768 
2024-11-29T03:25:12 2024-11-29T09:15:00     14.808    224.226    433.645 
2024-11-30T14:24:00 2024-11-30T14:24:00    284.576    284.576    284.576 
2024-12-01T07:53:24 2024-12-01T13:43:12     68.238    312.523    556.808 
2024-12-02T13:02:24 2024-12-02T13:02:24    623.745    623.745    623.745 
2024-12-04T11:40:48 2024-12-04T11:40:48    274.001    274.001    274.001 
2024-12-05T05:10:12 2024-12-05T05:10:12    354.168    354.168    354.168 
2024-12-07T09:38:24 2024-12-07T09:38:24     88.562     88.562     88.562 
2024-12-08T08:57:36 2024-12-08T20:37:12    226.198    305.417     460.28 
2024-12-09T19:56:24 2024-12-09T19:56:24      5.442      5.442      5.442 
2024-12-12T00:24:36 2024-12-12T23:43:48     57.859    313.833    616.044 
2024-12-14T04:52:48 2024-12-14T22:22:12    339.066    503.076    720.985 
2024-12-15T04:12:00 2024-12-15T15:51:36      36.58    230.536    608.363 
2024-12-16T03:31:12 2024-12-16T15:10:48    138.022    150.149    162.277 
2024-12-17T20:19:48 2024-12-17T20:19:48    518.408    518.408    518.408 
2024-12-18T07:59:24 2024-12-18T07:59:24    380.162    408.012    435.862 

min(timestamp)      max(timestamp)      min(value) avg(value) max(value)
------------------- ------------------- ---------- ---------- ---------- 
2024-12-19T07:18:36 2024-12-19T07:18:36    465.742    465.742    465.742 
2024-12-20T00:48:00 2024-12-20T00:48:00     71.667     71.667     71.667 
2024-12-21T05:57:00 2024-12-21T23:26:24      47.35    220.653    634.233 
2024-12-23T16:15:00 2024-12-23T16:15:00    124.998    124.998    124.998 
2024-12-24T15:34:12 2024-12-24T15:34:12    257.202    257.202    257.202 
2024-12-26T20:02:24 2024-12-26T20:02:24     33.674     33.674     33.674 
2024-12-27T01:52:12 2024-12-27T01:52:12     88.903     88.903     88.903 
2024-12-28T07:01:12 2024-12-28T07:01:12    513.288    513.288    513.288 
2024-12-29T18:00:00 2024-12-29T18:00:00    139.835    498.243    856.651 
2025-01-01T10:07:48 2025-01-01T10:07:48      47.13      47.13      47.13 
2025-01-02T03:37:12 2025-01-02T09:27:00     15.225     36.044     56.862 
2025-01-04T08:05:24 2025-01-04T19:45:00     33.298     72.463    111.628 
2025-01-05T01:34:48 2025-01-05T01:34:48    111.191    111.191    111.191 
2025-01-06T00:54:00 2025-01-06T18:23:24     49.333    204.969    360.605 
2025-01-07T06:03:00 2025-01-07T23:32:24     51.535    102.922    156.222 
2025-01-08T22:51:36 2025-01-08T22:51:36    171.396    171.396    171.396 
2025-01-09T16:21:00 2025-01-09T16:21:00    160.242    181.603    202.965 
2025-01-10T15:40:12 2025-01-10T15:40:12    118.493    118.493    118.493 
2025-01-11T09:09:36 2025-01-11T20:49:12      17.71    299.921    582.131 
2025-01-12T02:39:00 2025-01-12T14:18:36     22.087     30.416     38.745 
2025-01-13T13:37:48 2025-01-13T19:27:36    116.375     144.99    173.605 
2025-01-14T01:17:24 2025-01-14T18:46:48    347.925    424.208    500.491 
2025-01-15T12:16:12 2025-01-15T18:06:00    110.559    364.654     618.75 
2025-01-16T05:45:36 2025-01-16T23:15:00     63.598    155.178    262.948 
2025-01-19T09:33:00 2025-01-19T21:12:36     27.146     49.091     71.036 

min(timestamp)      max(timestamp)      min(value) avg(value) max(value)
------------------- ------------------- ---------- ---------- ---------- 
2025-01-20T03:02:24 2025-01-20T08:52:12     72.456    375.599    678.741 
2025-01-24T06:09:00 2025-01-24T23:38:24      6.414     95.792    267.948 
2025-01-26T04:47:24 2025-01-26T22:16:48     59.162     76.523     93.884 
2025-01-27T15:46:12 2025-01-27T15:46:12       41.3       41.3       41.3 
2025-01-28T09:15:36 2025-01-28T20:55:12      8.878    252.186    652.536 
2025-01-30T02:04:12 2025-01-30T02:04:12    709.662    709.662    709.662 
2025-02-01T06:32:24 2025-02-01T18:12:00      55.73    144.971    234.212 
2025-02-02T05:51:36 2025-02-02T17:31:12    100.187    238.505    376.822 
2025-02-03T11:00:36 2025-02-03T11:00:36     40.675     40.675     40.675 
2025-02-04T21:59:24 2025-02-04T21:59:24    661.339    661.339    661.339 
2025-02-05T15:28:48 2025-02-05T15:28:48    284.689    284.689    284.689 
2025-02-08T07:36:36 2025-02-08T19:16:12      1.666    318.455    781.182 
2025-02-09T01:06:00 2025-02-09T01:06:00    191.878    191.878    191.878 
2025-02-10T12:04:48 2025-02-10T12:04:48    223.597    223.597    223.597 
2025-02-11T23:03:36 2025-02-11T23:03:36    193.033    193.033    193.033 
2025-02-12T16:33:00 2025-02-12T16:33:00    780.672    780.672    780.672 
2025-02-13T04:12:36 2025-02-13T04:12:36     29.754     64.951    100.149 
2025-02-14T03:31:48 2025-02-14T03:31:48     23.001     23.001     23.001 
2025-02-15T08:40:48 2025-02-15T20:20:24     78.934    369.153    659.372 
2025-02-16T19:39:36 2025-02-16T19:39:36    384.913    384.913    384.913 
2025-02-18T00:48:36 2025-02-18T00:48:36    124.477    124.477    124.477 
2025-02-19T00:07:48 2025-02-19T23:27:00     19.549     46.072     72.594 
2025-02-20T11:06:36 2025-02-20T11:06:36     13.678     13.678     13.678 
2025-02-22T09:45:00 2025-02-22T15:34:48    219.619     274.22    328.821 
2025-02-26T12:51:36 2025-02-26T12:51:36    236.145    236.145    236.145 

min(timestamp)      max(timestamp)      min(value) avg(value) max(value)
------------------- ------------------- ---------- ---------- ---------- 
2025-02-27T06:21:00 2025-02-27T06:21:00    107.397    107.397    107.397 
2025-03-01T16:39:00 2025-03-01T16:39:00    107.354    107.354    107.354 
2025-03-02T04:18:36 2025-03-02T10:08:24     14.288    245.261    476.233 
2025-03-03T03:37:48 2025-03-03T03:37:48    442.963    442.963    442.963 
2025-03-04T08:46:48 2025-03-04T14:36:36    244.488    527.606    810.723 
2025-03-05T02:16:12 2025-03-05T19:45:36      5.535    166.733    440.556 
2025-03-07T18:24:00 2025-03-07T18:24:00    641.865    641.865    641.865 
2025-03-09T11:12:36 2025-03-09T11:12:36     25.554     25.554     25.554 
2025-03-10T10:31:48 2025-03-10T22:11:24     22.176    387.175    752.174 
2025-03-11T04:01:12 2025-03-11T04:01:12     71.797     71.797     71.797 
2025-03-13T02:39:36 2025-03-13T20:09:00     33.494    253.494    419.614 
2025-03-14T07:48:36 2025-03-14T13:38:24     57.467     206.12    389.288 
2025-03-16T23:56:24 2025-03-16T23:56:24      4.968      4.968      4.968 
2025-03-17T11:36:00 2025-03-17T11:36:00     42.194     42.194     42.194 
2025-03-20T03:43:48 2025-03-20T15:23:24      5.879    274.945    544.011 
2025-03-21T20:32:24 2025-03-21T20:32:24    287.602    287.602    287.602 
2025-03-22T02:22:12 2025-03-22T02:22:12     49.609     49.609     49.609 
2025-03-23T01:41:24 2025-03-23T07:31:12     22.627     51.046     79.465 
2025-03-25T00:19:48 2025-03-25T00:19:48    285.257    285.257    285.257 
2025-03-26T11:18:36 2025-03-26T11:18:36     56.597     56.597     56.597 
2025-03-27T22:17:24 2025-03-27T22:17:24    222.121    222.121    222.121 
2025-03-28T15:46:48 2025-03-28T15:46:48     23.999     23.999     23.999 
2025-03-29T15:06:00 2025-03-29T15:06:00    701.693    701.693    701.693 
2025-03-30T08:35:24 2025-03-30T08:35:24    131.546    131.546    131.546 
2025-04-01T07:13:48 2025-04-01T18:53:24      3.762     42.099     80.436 

min(timestamp)      max(timestamp)      min(value) avg(value) max(value)
------------------- ------------------- ---------- ---------- ---------- 
2025-04-03T00:02:24 2025-04-03T00:02:24     529.12     529.12     529.12 
2025-04-04T22:40:48 2025-04-04T22:40:48    192.223    192.223    192.223 
2025-04-05T22:00:00 2025-04-05T22:00:00     45.497     45.497     45.497 
2025-04-06T03:49:48 2025-04-06T03:49:48    146.371    146.371    146.371 
2025-04-08T14:07:48 2025-04-08T14:07:48     96.084     96.084     96.084 
2025-04-11T00:25:48 2025-04-11T17:55:12    155.746    489.303    866.238 
2025-04-13T10:43:48 2025-04-13T10:43:48    362.774    362.774    362.774 
2025-04-14T10:03:00 2025-04-14T15:52:48     35.922    337.568    842.223 
2025-04-15T15:12:00 2025-04-15T15:12:00    150.427    422.428    694.428 
2025-04-16T14:31:12 2025-04-16T20:21:00     221.07    389.252    557.434 
2025-04-18T18:59:24 2025-04-18T18:59:24     70.241     70.241     70.241 
2025-04-19T06:39:00 2025-04-19T06:39:00     24.222     24.222     24.222 
2025-04-20T17:37:48 2025-04-20T17:37:48    318.809    495.498    672.186 
2025-04-22T04:36:36 2025-04-22T16:16:12    201.935    404.754    777.584 
2025-04-23T15:35:24 2025-04-23T15:35:24    300.615    300.615    300.615 
2025-04-24T09:04:48 2025-04-24T14:54:36     27.264     28.218     29.172 
2025-04-26T01:53:24 2025-04-26T19:22:48     86.618     145.15    253.369 
2025-04-29T23:10:12 2025-04-29T23:10:12     94.619     94.619     94.619 
2025-04-30T05:00:00 2025-04-30T05:00:00     18.441     18.441     18.441 
2025-05-01T04:19:12 2025-05-01T21:48:36    114.249    236.924    471.848 
2025-05-02T03:38:24 2025-05-02T09:28:12     49.736    106.808    145.573 
2025-05-03T20:27:00 2025-05-03T20:27:00    747.914    747.914    747.914 
2025-05-04T13:56:24 2025-05-04T13:56:24    466.847    466.847    466.847 
2025-05-05T01:36:00 2025-05-05T01:36:00     42.163     42.163     42.163 
2025-05-07T06:04:12 2025-05-07T23:33:36      2.453    161.478    402.016 

min(timestamp)      max(timestamp)      min(value) avg(value) max(value)
------------------- ------------------- ---------- ---------- ---------- 
2025-05-09T10:32:24 2025-05-09T16:22:12     24.616    102.059    179.503 
2025-05-10T04:01:48 2025-05-10T09:51:36      4.612     14.067     23.523 
2025-05-11T20:50:24 2025-05-11T20:50:24     41.904     41.904     41.904 
2025-05-12T02:40:12 2025-05-12T02:40:12    239.579    239.579    239.579 
2025-05-13T13:39:00 2025-05-13T13:39:00     99.138     99.138     99.138 
2025-05-14T07:08:24 2025-05-14T12:58:12    241.246    268.854    296.462 
2025-05-15T12:17:24 2025-05-15T18:07:12     17.248    274.585    558.768 
2025-05-16T05:46:48 2025-05-16T23:16:12    189.365    238.306    287.248 
2025-05-17T16:45:36 2025-05-17T16:45:36    113.637    113.637    113.637 
2025-05-18T16:04:48 2025-05-18T21:54:36     21.987    165.953     508.52 
2025-05-19T03:44:24 2025-05-19T09:34:12     212.08    237.754    263.427 
2025-05-20T03:03:36 2025-05-20T03:03:36     35.504     35.504     35.504 
2025-05-22T07:31:48 2025-05-22T07:31:48     40.024     40.024     40.024 
2025-05-23T01:01:12 2025-05-23T06:51:00      34.51    146.736    368.421 
2025-05-24T12:00:00 2025-05-24T12:00:00    143.161    143.161    143.161 
2025-05-26T04:48:36 2025-05-26T16:28:12     66.458    225.321    384.184 
2025-05-27T21:37:12 2025-05-27T21:37:12     37.695     37.695     37.695 
2025-05-30T19:34:48 2025-05-30T19:34:48     78.136    379.745    681.355 
2025-05-31T07:14:24 2025-05-31T18:54:00     21.965     222.35    484.662 
2025-06-02T05:52:48 2025-06-02T23:22:12    358.808    540.744     722.68 
2025-06-03T05:12:00 2025-06-03T05:12:00     11.707     11.707     11.707 
2025-06-04T22:00:36 2025-06-04T22:00:36    111.791    111.791    111.791 
2025-06-05T21:19:48 2025-06-05T21:19:48    163.719    163.719    163.719 
2025-06-06T03:09:36 2025-06-06T03:09:36    652.497    652.497    652.497 
2025-06-07T02:28:48 2025-06-07T19:58:12     78.066    153.981    229.895 

min(timestamp)      max(timestamp)      min(value) avg(value) max(value)
------------------- ------------------- ---------- ---------- ---------- 
2025-06-11T17:15:00 2025-06-11T17:15:00      46.64      46.64      46.64 
